grid,laps,circuit_type,length,turns,direction,drs_zones,overtake_rating,pit_stops,laps_led,is_verstappen,driver_rank,constructor_rank,position
6,56,3,5.543,15,1,2,3,4,1,0,7,4,4
9,56,3,5.543,15,1,2,3,4,0,0,12,7,9
17,56,3,5.543,15,1,2,3,3,0,0,14,8,10
12,56,3,5.543,15,1,2,3,4,0,0,11,6,8
18,56,3,5.543,15,1,2,3,3,0,0,15,9,11
2,56,3,5.451,16,1,2,3,3,0,0,2,3,2
6,56,3,5.451,16,1,2,3,3,0,0,9,3,9
3,56,3,5.451,16,1,2,3,3,31,0,3,2,1
5,56,3,5.451,16,1,2,3,3,1,0,5,2,6
9,56,3,5.451,16,1,2,3,3,6,1,1,1,4
1,56,3,5.451,16,1,2,3,3,4,0,4,4,3
11,56,3,5.451,16,1,2,3,3,0,0,10,6,8
8,56,3,5.451,16,1,2,3,2,6,0,8,5,5
12,56,3,5.451,16,1,2,3,2,0,0,14,5,11
15,56,3,5.451,16,1,2,3,3,0,0,15,7,12
7,56,3,5.451,16,1,2,3,3,0,0,11,7,7
10,56,3,5.451,16,1,2,3,3,8,0,13,8,10
16,56,3,5.451,16,1,2,3,3,0,0,16,9,13
14,56,3,5.451,16,1,2,3,3,0,0,20,9,14
8,57,3,5.412,15,1,2,3,2,1,0,2,2,2
11,57,3,5.412,15,1,2,3,3,0,0,7,2,3
3,57,3,5.412,15,1,2,3,4,0,0,4,3,8
4,57,3,5.412,15,1,2,3,4,0,0,6,3,15
2,57,3,5.412,15,1,2,3,3,51,1,1,1,1
7,57,3,5.412,15,1,2,3,3,0,0,5,1,7
9,57,3,5.412,15,1,2,3,3,0,0,3,4,5
1,57,3,5.412,15,1,2,3,4,2,0,9,4,9
6,57,3,5.412,15,1,2,3,3,0,0,12,5,13
5,57,3,5.412,15,1,2,3,2,3,0,8,5,4
10,57,3,5.412,15,1,2,3,4,0,0,10,6,10
12,57,3,5.412,15,1,2,3,3,0,0,11,6,6
14,57,3,5.412,15,1,2,3,3,0,0,14,8,12
15,57,3,5.412,15,1,2,3,3,0,0,16,9,14
17,57,3,5.412,15,1,2,3,3,0,0,17,9,11
4,66,0,4.675,16,1,2,3,3,4,0,2,3,2
5,66,0,4.675,16,1,2,3,4,48,0,3,2,1
9,66,0,4.675,16,1,2,3,4,0,0,5,2,3
7,66,0,4.675,16,1,2,3,4,0,0,6,1,5
3,66,0,4.675,16,1,2,3,4,2,1,1,1,4
1,66,0,4.675,16,1,2,3,3,10,0,9,4,6
10,66,0,4.675,16,1,2,3,4,0,0,8,5,7
14,66,0,4.675,16,1,2,3,3,0,0,10,6,8
8,66,0,4.675,16,1,2,3,4,0,0,11,6,9
5,78,4,3.337,19,1,1,1,2,0,0,2,3,10
6,78,4,3.337,19,1,1,1,1,0,0,3,2,7
3,78,4,3.337,19,1,1,1,1,0,1,1,1,2
4,78,4,3.337,19,1,1,1,1,0,0,5,1,3
2,78,4,3.337,19,1,1,1,1,0,0,4,4,4
1,78,4,3.337,19,1,1,1,1,78,0,6,4,1
8,78,4,3.337,19,1,1,1,1,0,0,11,5,5
17,78,4,3.337,19,1,1,1,1,0,0,8,5,9
9,78,4,3.337,19,1,1,1,1,0,0,10,6,6
10,78,4,3.337,19,1,1,1,1,0,0,15,7,8
19,78,4,3.337,19,1,1,1,2,0,0,16,8,13
11,78,4,3.337,19,1,1,1,1,0,0,14,8,11
14,78,4,3.337,19,1,1,1,1,0,0,17,9,12
22,78,4,3.337,19,1,1,1,3,0,0,21,10,14
15,78,4,3.337,19,1,1,1,3,0,0,22,11,15
6,70,0,4.361,14,1,2,4,2,0,0,2,2,2
1,70,0,4.361,14,1,2,4,2,67,1,1,1,1
5,70,0,4.361,14,1,2,4,2,0,0,5,1,4
2,70,0,4.361,14,1,2,4,2,3,0,4,3,3
4,70,0,4.361,14,1,2,4,3,0,0,6,3,5
8,52,3,5.891,18,1,2,4,2,0,0,3,4,5
11,52,3,5.891,18,1,2,4,4,0,0,7,3,6
9,52,3,5.891,18,1,2,4,3,0,0,2,3,3
4,52,3,5.891,18,1,2,4,3,0,0,5,1,2
1,52,3,5.891,18,1,2,4,2,7,0,4,2,4
2,52,3,5.891,18,1,2,4,3,12,0,6,2,1
6,52,3,5.891,18,1,2,4,2,0,0,11,5,7
21,52,3,5.891,18,1,2,4,3,0,0,8,5,9
10,52,3,5.891,18,1,2,4,2,0,0,10,6,13
5,52,3,5.891,18,1,2,4,2,0,0,14,7,8
14,52,3,5.891,18,1,2,4,3,0,0,15,8,10
17,52,3,5.891,18,1,2,4,4,0,0,18,8,14
15,52,3,5.891,18,1,2,4,2,0,0,16,9,11
16,52,3,5.891,18,1,2,4,2,0,0,17,9,12
19,52,3,5.891,18,1,2,4,2,0,0,19,10,16
20,52,3,5.891,18,1,2,4,2,0,0,21,10,17
22,52,3,5.891,18,1,2,4,3,0,0,22,11,18
18,52,3,5.891,18,1,2,4,2,0,0,20,11,15
4,60,3,5.148,16,1,2,3,3,9,0,3,4,2
5,60,3,5.148,16,1,2,3,3,5,0,8,4,3
8,60,3,5.148,16,1,2,3,3,0,0,2,3,4
2,60,3,5.148,16,1,2,3,3,44,1,1,1,1
3,60,3,5.148,16,1,2,3,3,2,0,5,1,7
1,60,3,5.148,16,1,2,3,3,0,0,4,2,5
11,60,3,5.148,16,1,2,3,3,0,0,6,2,9
15,60,3,5.148,16,1,2,3,3,0,0,11,5,13
12,60,3,5.148,16,1,2,3,2,0,0,9,5,11
9,60,3,5.148,16,1,2,3,2,0,0,10,6,6
13,60,3,5.148,16,1,2,3,2,0,0,12,6,8
6,60,3,5.148,16,1,2,3,3,0,0,14,7,12
14,60,3,5.148,16,1,2,3,3,0,0,18,8,14
10,60,3,5.148,16,1,2,3,3,0,0,15,8,10
18,60,3,5.148,16,1,2,3,2,0,0,16,9,15
6,70,0,4.381,14,1,2,2,2,0,0,2,4,2
3,70,0,4.381,14,1,2,2,4,3,0,8,4,6
5,70,0,4.381,14,1,2,2,3,0,0,3,3,5
7,70,0,4.381,14,1,2,2,3,0,0,7,3,8
2,70,0,4.381,14,1,2,2,3,10,1,1,1,3
10,70,0,4.381,14,1,2,2,3,9,0,5,1,4
1,70,0,4.381,14,1,2,2,3,48,0,4,2,1
13,70,0,4.381,14,1,2,2,2,0,0,9,6,7
7,44,3,7.004,19,1,2,4,1,0,0,8,4,8
9,44,3,7.004,19,1,2,4,2,0,0,2,3,2
10,44,3,7.004,19,1,2,4,2,0,0,7,3,7
2,44,3,7.004,19,1,2,4,2,44,1,1,1,1
3,44,3,7.004,19,1,2,4,2,0,0,5,1,5
1,44,3,7.004,19,1,2,4,2,0,0,3,2,3
4,44,3,7.004,19,1,2,4,2,0,0,6,2,4
12,44,3,7.004,19,1,2,4,2,0,0,11,6,9
6,44,3,7.004,19,1,2,4,2,0,0,9,5,6
13,44,3,7.004,19,1,2,4,2,0,0,12,5,11
18,44,3,7.004,19,1,2,4,2,0,0,13,7,12
19,44,3,7.004,19,1,2,4,2,0,0,14,7,10
21,44,3,7.004,19,1,2,4,3,0,0,18,8,14
11,44,3,7.004,19,1,2,4,2,0,0,15,8,13
20,44,3,7.004,19,1,2,4,2,0,0,17,9,15
10,61,2,5.063,23,0,2,3,2,0,0,17,8,12
11,61,2,5.063,23,0,2,3,2,0,0,13,8,9
12,61,2,5.063,23,0,2,3,3,0,0,15,7,14
16,61,2,5.063,23,0,2,3,3,0,0,18,9,13
18,61,2,5.063,23,0,2,3,3,0,0,16,9,11
8,61,2,5.063,23,0,2,3,2,0,0,9,5,7
14,61,2,5.063,23,0,2,3,2,0,0,12,5,8
15,61,2,5.063,23,0,2,3,3,0,0,11,6,10
5,61,2,5.063,23,0,2,3,2,0,0,3,3,5
2,61,2,5.063,23,0,2,3,2,0,0,6,3,4
1,61,2,5.063,23,0,2,3,2,61,1,1,1,1
7,61,2,5.063,23,0,2,3,2,0,0,2,2,2
6,61,2,5.063,23,0,2,3,3,0,0,7,2,6
13,61,2,5.063,23,0,2,3,2,0,0,4,4,3
11,53,3,5.793,11,1,2,4,2,0,0,4,4,11
13,53,3,5.793,11,1,2,4,1,0,0,8,4,8
5,53,3,5.793,11,1,2,4,1,4,0,2,2,2
4,53,3,5.793,11,1,2,4,1,0,0,7,2,4
1,53,3,5.793,11,1,2,4,1,49,1,1,1,1
2,53,3,5.793,11,1,2,4,1,0,0,5,1,3
12,53,3,5.793,11,1,2,4,2,0,0,3,3,9
6,53,3,5.793,11,1,2,4,1,0,0,6,3,6
9,53,3,5.793,11,1,2,4,1,0,0,9,5,10
8,53,3,5.793,11,1,2,4,1,0,0,12,5,12
7,53,3,5.793,11,1,2,4,1,0,0,13,7,7
16,53,3,5.793,11,1,2,4,1,0,0,18,8,13
3,53,3,5.793,11,1,2,4,1,0,0,14,8,5
18,53,3,5.793,11,1,2,4,1,0,0,17,9,15
14,53,3,5.793,11,1,2,4,1,0,0,16,9,14
9,55,3,5.615,18,1,2,2,2,0,0,3,4,2
3,55,3,5.615,18,1,2,2,2,0,0,8,4,3
5,55,3,5.615,18,1,2,2,2,0,0,2,2,6
6,55,3,5.615,18,1,2,2,2,0,0,7,2,9
1,55,3,5.615,18,1,2,2,2,55,1,1,1,1
2,55,3,5.615,18,1,2,2,2,0,0,4,3,5
4,55,3,5.615,18,1,2,2,2,0,0,6,3,7
11,55,3,5.615,18,1,2,2,2,0,0,9,5,8
10,55,3,5.615,18,1,2,2,2,0,0,13,5,10
8,55,3,5.615,18,1,2,2,2,0,0,17,7,11
7,55,3,5.615,18,1,2,2,2,0,0,11,7,4
17,55,3,5.615,18,1,2,2,2,0,0,18,9,12
18,55,3,5.615,18,1,2,2,2,0,0,16,9,13
22,55,3,5.615,18,1,2,2,2,0,0,19,10,16
21,55,3,5.615,18,1,2,2,2,0,0,22,10,17
19,55,3,5.615,18,1,2,2,2,0,0,20,11,14
20,55,3,5.615,18,1,2,2,3,0,0,21,11,15
9,53,4,5.807,18,1,1,3,2,0,0,3,4,5
4,53,4,5.807,18,1,1,3,2,26,0,8,4,3
8,53,4,5.807,18,1,1,3,2,0,0,2,2,4
5,53,4,5.807,18,1,1,3,3,0,0,7,2,10
2,53,4,5.807,18,1,1,3,2,22,1,1,1,1
1,53,4,5.807,18,1,1,3,3,5,0,5,1,2
6,53,4,5.807,18,1,1,3,4,0,0,6,3,8
12,53,4,5.807,18,1,1,3,2,0,0,11,6,11
10,53,4,5.807,18,1,1,3,3,0,0,9,5,9
14,53,4,5.807,18,1,1,3,2,0,0,16,7,7
7,53,4,5.807,18,1,1,3,2,0,0,10,7,6
6,60,3,5.125,16,1,2,3,2,0,0,3,4,7
17,60,3,5.125,16,1,2,3,1,0,0,7,4,3
8,60,3,5.125,16,1,2,3,3,0,0,2,3,11
5,60,3,5.125,16,1,2,3,2,6,0,8,3,4
1,60,3,5.125,16,1,2,3,2,33,1,1,1,1
3,60,3,5.125,16,1,2,3,2,0,0,4,2,6
2,60,3,5.125,16,1,2,3,2,0,0,6,2,2
13,60,3,5.125,16,1,2,3,1,0,0,13,6,9
12,60,3,5.125,16,1,2,3,2,0,0,10,6,8
9,60,3,5.125,16,1,2,3,2,0,0,12,5,5
11,60,3,5.125,16,1,2,3,2,0,0,14,8,10
18,60,3,5.125,16,1,2,3,2,0,0,17,9,12
6,55,2,5.554,21,0,2,3,2,0,0,7,4,4
10,55,2,5.554,21,0,2,3,2,0,0,2,3,5
7,55,2,5.554,21,0,2,3,2,0,0,8,3,8
2,55,2,5.554,21,0,2,3,2,55,1,1,1,1
1,55,2,5.554,21,0,2,3,2,0,0,5,1,2
4,55,2,5.554,21,0,2,3,2,0,0,4,2,7
3,55,2,5.554,21,0,2,3,2,0,0,6,2,3
17,55,2,5.554,21,0,2,3,1,0,0,13,6,10
11,55,2,5.554,21,0,2,3,1,0,0,10,6,6
12,55,2,5.554,21,0,2,3,2,0,0,9,5,12
8,55,2,5.554,21,0,2,3,2,0,0,12,5,9
16,55,2,5.554,21,0,2,3,2,0,0,16,7,13
14,55,2,5.554,21,0,2,3,2,0,0,17,9,11
3,56,2,5.513,20,0,2,3,1,2,0,7,4,2
8,56,2,5.513,20,0,2,3,2,0,0,23,4,15
6,56,2,5.513,20,0,2,3,1,0,0,2,3,5
13,56,2,5.513,20,0,2,3,2,0,0,8,3,13
1,56,2,5.513,20,0,2,3,1,54,1,1,1,1
2,56,2,5.513,20,0,2,3,1,0,0,5,1,3
5,56,2,5.513,20,0,2,3,1,0,0,3,2,4
12,56,2,5.513,20,0,2,3,1,0,0,6,2,9
11,56,2,5.513,20,0,2,3,2,0,0,10,6,16
15,56,2,5.513,20,0,2,3,1,0,0,9,5,10
7,56,2,5.513,20,0,2,3,1,0,0,12,5,7
14,56,2,5.513,20,0,2,3,1,0,0,15,8,12
10,56,2,5.513,20,0,2,3,1,0,0,14,8,11
20,56,2,5.513,20,0,2,3,2,0,0,16,7,14
4,56,2,5.513,20,0,2,3,1,0,0,11,7,6
9,56,2,5.513,20,0,2,3,1,0,0,17,9,8
3,71,0,4.309,15,0,2,4,2,0,0,2,3,3
9,71,0,4.309,15,0,2,4,3,0,0,8,3,7
1,71,0,4.309,15,0,2,4,2,71,1,1,1,1
4,71,0,4.309,15,0,2,4,2,0,0,3,1,2
5,71,0,4.309,15,0,2,4,3,0,0,4,2,9
2,71,0,4.309,15,0,2,4,2,0,0,6,2,5
14,71,0,4.309,15,0,2,4,2,0,0,9,5,4
19,71,0,4.309,15,0,2,4,2,0,0,11,5,6
10,71,0,4.309,15,0,2,4,2,0,0,10,7,8
10,56,3,5.543,15,1,2,3,3,0,0,4,2,6
3,56,3,5.543,15,1,2,3,3,0,0,1,1,2
1,56,3,5.543,15,1,2,3,3,56,1,2,1,1
8,57,1,5.303,16,1,2,3,2,0,0,9,6,9
6,57,1,5.303,16,1,2,3,2,0,0,8,6,8
7,57,1,5.303,16,1,2,3,2,0,0,6,5,6
16,57,1,5.303,16,1,2,3,3,0,0,10,5,10
15,57,1,5.303,16,1,2,3,2,0,0,5,4,5
5,57,1,5.303,16,1,2,3,2,0,0,4,3,4
11,57,1,5.303,16,1,2,3,2,0,0,7,3,7
4,57,1,5.303,16,1,2,3,2,0,0,2,1,2
10,57,1,5.303,16,1,2,3,2,0,0,3,1,3
3,57,1,5.303,16,1,2,3,2,57,0,1,2,1
4,56,3,5.543,15,1,2,3,3,0,0,3,3,4
18,56,3,5.543,15,1,2,3,3,0,0,8,4,8
13,56,3,5.543,15,1,2,3,3,0,0,10,4,7
7,56,3,5.543,15,1,2,3,2,0,0,6,5,5
2,56,3,5.543,15,1,2,3,3,0,0,7,6,3
1,57,3,5.412,15,1,2,3,2,3,0,1,1,2
2,57,3,5.412,15,1,2,3,2,54,1,2,1,1
9,57,3,5.412,15,1,2,3,3,0,0,4,5,9
5,57,3,5.412,15,1,2,3,3,0,0,12,5,10
3,57,3,5.412,15,1,2,3,3,0,0,8,6,8
7,57,3,5.412,15,1,2,3,3,0,0,11,6,7
11,57,3,5.412,15,1,2,3,2,0,0,3,2,5
4,57,3,5.412,15,1,2,3,2,0,0,9,2,3
12,57,3,5.412,15,1,2,3,3,0,0,14,7,11
21,57,3,5.412,15,1,2,3,3,0,0,18,10,13
16,57,3,5.412,15,1,2,3,3,0,0,15,8,12
17,57,3,5.412,15,1,2,3,4,0,0,20,8,14
18,57,3,5.412,15,1,2,3,2,0,0,19,11,15
10,57,3,5.412,15,1,2,3,2,0,0,6,4,6
13,57,3,5.412,15,1,2,3,2,0,0,10,4,4
4,54,3,5.451,16,1,2,3,2,0,0,1,1,2
1,54,3,5.451,16,1,2,3,2,56,1,2,1,1
5,54,3,5.451,16,1,2,3,2,0,0,3,4,3
11,54,3,5.451,16,1,2,3,2,0,0,12,4,8
7,54,3,5.451,16,1,2,3,2,0,0,7,6,7
8,54,3,5.451,16,1,2,3,2,0,0,4,3,6
16,54,3,5.451,16,1,2,3,2,0,0,10,3,9
3,54,3,5.451,16,1,2,3,2,0,0,5,2,5
2,54,3,5.451,16,1,2,3,2,0,0,6,2,4
2,66,0,4.675,16,1,2,3,2,6,0,2,1,2
1,66,0,4.675,16,1,2,3,2,60,1,1,1,1
7,66,0,4.675,16,1,2,3,3,0,0,3,3,6
4,66,0,4.675,16,1,2,3,2,0,0,7,5,5
15,66,0,4.675,16,1,2,3,3,0,0,4,2,4
3,66,0,4.675,16,1,2,3,2,0,0,5,2,3
1,78,4,3.337,19,1,1,1,1,78,0,1,1,1
2,78,4,3.337,19,1,1,1,1,0,1,2,1,2
5,78,4,3.337,19,1,1,1,1,0,0,3,3,4
3,78,4,3.337,19,1,1,1,1,0,0,4,2,3
1,70,0,4.361,14,1,2,4,2,62,0,1,1,2
12,70,0,4.361,14,1,2,4,2,0,0,9,5,9
9,70,0,4.361,14,1,2,4,2,0,0,7,5,4
7,70,0,4.361,14,1,2,4,2,0,0,4,3,6
10,70,0,4.361,14,1,2,4,2,0,0,12,3,10
4,70,0,4.361,14,1,2,4,2,0,0,8,6,7
11,70,0,4.361,14,1,2,4,1,0,0,6,4,5
8,70,0,4.361,14,1,2,4,2,0,0,14,7,8
3,70,0,4.361,14,1,2,4,2,0,0,5,2,3
6,70,0,4.361,14,1,2,4,2,3,0,3,2,1
3,71,0,4.318,10,1,2,4,2,38,0,1,1,1
9,71,0,4.318,10,1,2,4,2,0,1,2,1,2
6,71,0,4.318,10,1,2,4,2,0,0,10,6,7
11,71,0,4.318,10,1,2,4,2,0,0,8,6,11
4,71,0,4.318,10,1,2,4,2,5,0,4,3,5
8,71,0,4.318,10,1,2,4,2,0,0,12,3,10
2,71,0,4.318,10,1,2,4,2,3,0,7,5,3
1,71,0,4.318,10,1,2,4,2,14,0,9,5,4
10,71,0,4.318,10,1,2,4,2,0,0,6,4,9
15,71,0,4.318,10,1,2,4,2,11,0,11,4,6
5,71,0,4.318,10,1,2,4,2,0,0,3,2,8
6,52,3,5.891,18,1,2,4,2,30,1,2,1,1
5,52,3,5.891,18,1,2,4,1,0,0,9,6,7
3,52,3,5.891,18,1,2,4,1,0,0,8,6,4
16,52,3,5.891,18,1,2,4,1,0,0,4,3,6
14,52,3,5.891,18,1,2,4,1,0,0,5,4,2
4,52,3,5.891,18,1,2,4,1,0,0,7,5,8
9,52,3,5.891,18,1,2,4,2,0,0,15,7,9
2,52,3,5.891,18,1,2,4,2,0,0,6,2,5
8,52,3,5.891,18,1,2,4,1,0,0,3,2,3
1,67,0,4.574,17,1,2,3,2,67,0,1,1,1
20,67,0,4.574,17,1,2,3,3,0,1,2,1,3
11,67,0,4.574,17,1,2,3,3,0,0,8,6,8
7,67,0,4.574,17,1,2,3,3,0,0,4,4,5
2,67,0,4.574,17,1,2,3,2,0,0,5,3,2
9,67,0,4.574,17,1,2,3,2,0,0,7,5,7
6,67,0,4.574,17,1,2,3,3,0,0,6,2,4
5,67,0,4.574,17,1,2,3,3,0,0,3,2,6
1,70,0,4.381,14,1,2,2,3,9,0,1,1,4
22,70,0,4.381,14,1,2,2,2,1,1,2,1,3
21,70,0,4.381,14,1,2,2,2,0,0,10,6,12
7,70,0,4.381,14,1,2,2,3,1,0,8,6,10
5,70,0,4.381,14,1,2,2,2,27,0,4,3,2
16,70,0,4.381,14,1,2,2,2,0,0,12,3,6
3,70,0,4.381,14,1,2,2,3,0,0,5,4,8
6,70,0,4.381,14,1,2,2,3,0,0,9,4,5
8,70,0,4.381,14,1,2,2,2,0,0,13,7,9
11,70,0,4.381,14,1,2,2,2,0,0,17,10,11
20,70,0,4.381,14,1,2,2,3,0,0,19,8,13
2,70,0,4.381,14,1,2,2,2,0,0,6,2,7
4,70,0,4.381,14,1,2,2,3,32,0,3,2,1
1,44,3,7.004,19,1,2,4,3,6,0,1,1,2
7,44,3,7.004,19,1,2,4,2,0,0,11,5,12
10,44,3,7.004,19,1,2,4,2,0,0,8,5,6
4,44,3,7.004,19,1,2,4,2,0,0,4,3,7
8,44,3,7.004,19,1,2,4,2,0,0,10,3,4
6,44,3,7.004,19,1,2,4,2,1,0,5,4,3
9,44,3,7.004,19,1,2,4,3,0,0,9,4,13
18,44,3,7.004,19,1,2,4,2,0,0,7,6,10
13,44,3,7.004,19,1,2,4,2,0,0,12,6,8
12,44,3,7.004,19,1,2,4,2,0,0,13,7,11
11,44,3,7.004,19,1,2,4,2,0,0,15,7,9
14,44,3,7.004,19,1,2,4,3,0,0,17,10,14
20,44,3,7.004,19,1,2,4,2,0,0,20,10,15
3,44,3,7.004,19,1,2,4,3,0,0,6,2,5
5,44,3,7.004,19,1,2,4,2,36,0,3,2,1
2,53,3,5.793,11,1,2,4,1,26,0,1,1,2
1,53,3,5.793,11,1,2,4,1,27,1,2,1,1
5,53,3,5.793,11,1,2,4,1,0,0,12,5,10
6,53,3,5.793,11,1,2,4,1,0,0,7,5,8
11,53,3,5.793,11,1,2,4,1,0,0,10,4,9
3,53,3,5.793,11,1,2,4,1,0,0,4,3,4
4,53,3,5.793,11,1,2,4,1,0,0,9,3,3
13,53,3,5.793,11,1,2,4,1,0,0,8,6,12
10,53,3,5.793,11,1,2,4,1,0,0,11,6,7
12,53,3,5.793,11,1,2,4,1,0,0,13,7,13
21,53,3,5.793,11,1,2,4,1,0,0,15,7,11
8,53,3,5.793,11,1,2,4,1,0,0,6,2,6
9,53,3,5.793,11,1,2,4,1,0,0,3,2,5
1,60,2,5.063,23,0,2,3,3,58,1,1,1,1
9,60,2,5.063,23,0,2,3,3,0,0,12,6,10
5,60,2,5.063,23,0,2,3,3,0,0,4,4,4
7,60,2,5.063,23,0,2,3,3,0,0,11,4,8
8,60,2,5.063,23,0,2,3,2,0,0,6,3,11
6,60,2,5.063,23,0,2,3,2,0,0,9,3,5
13,60,2,5.063,23,0,2,3,3,0,0,8,5,9
15,60,2,5.063,23,0,2,3,4,0,0,10,5,7
12,60,2,5.063,23,0,2,3,3,0,0,13,7,6
10,60,2,5.063,23,0,2,3,3,0,0,15,7,14
19,60,2,5.063,23,0,2,3,3,0,0,16,9,16
16,60,2,5.063,23,0,2,3,3,0,0,14,8,13
18,60,2,5.063,23,0,2,3,4,0,0,19,8,12
22,60,2,5.063,23,0,2,3,2,0,0,18,11,15
4,60,2,5.063,23,0,2,3,2,1,0,5,2,2
3,60,2,5.063,23,0,2,3,2,1,0,3,2,3
1,44,4,5.807,18,1,1,3,3,26,0,2,1,2
2,44,4,5.807,18,1,1,3,3,18,1,1,1,1
8,44,4,5.807,18,1,1,3,4,0,0,7,6,5
3,44,4,5.807,18,1,1,3,3,0,0,6,3,6
4,44,4,5.807,18,1,1,3,3,0,0,9,3,7
13,44,4,5.807,18,1,1,3,4,0,0,8,5,8
20,44,4,5.807,18,1,1,3,3,0,0,13,7,9
9,44,4,5.807,18,1,1,3,3,0,0,4,2,3
6,44,4,5.807,18,1,1,3,3,0,0,3,2,4
2,53,3,5.848,18,1,2,2,1,0,0,2,1,2
1,53,3,5.848,18,1,2,2,1,53,1,1,1,1
11,53,3,5.848,18,1,2,2,1,0,0,10,5,5
4,53,3,5.848,18,1,2,2,1,0,0,7,5,4
7,53,3,5.848,18,1,2,2,1,0,0,6,4,6
8,53,3,5.848,18,1,2,2,1,0,0,12,4,9
3,53,3,5.848,18,1,2,2,1,0,0,4,3,3
18,53,3,5.848,18,1,2,2,2,0,0,9,3,11
17,53,3,5.848,18,1,2,2,1,0,0,8,6,12
12,53,3,5.848,18,1,2,2,1,0,0,11,6,10
9,53,3,5.848,18,1,2,2,1,0,0,13,7,13
10,53,3,5.848,18,1,2,2,1,0,0,5,2,8
6,53,3,5.848,18,1,2,2,1,0,0,3,2,7
1,56,2,5.513,20,0,2,3,2,23,0,2,1,2
2,56,2,5.513,20,0,2,3,2,33,1,1,1,1
7,56,2,5.513,20,0,2,3,2,0,0,10,5,8
6,56,2,5.513,20,0,2,3,2,0,0,6,4,6
3,56,2,5.513,20,0,2,3,2,0,0,4,3,5
4,56,2,5.513,20,0,2,3,2,0,0,8,3,4
14,56,2,5.513,20,0,2,3,2,0,0,13,7,10
10,56,2,5.513,20,0,2,3,2,0,0,16,8,9
18,56,2,5.513,20,0,2,3,4,0,0,5,2,7
5,56,2,5.513,20,0,2,3,2,0,0,3,2,3
1,71,0,4.309,15,0,2,4,3,59,0,2,1,1
2,71,0,4.309,15,0,2,4,3,7,1,1,1,2
7,71,0,4.309,15,0,2,4,3,0,0,10,5,9
5,71,0,4.309,15,0,2,4,3,0,0,7,5,4
8,71,0,4.309,15,0,2,4,3,0,0,5,4,6
10,71,0,4.309,15,0,2,4,2,0,0,11,4,7
3,71,0,4.309,15,0,2,4,3,0,0,8,3,3
12,71,0,4.309,15,0,2,4,3,5,0,9,6,8
6,71,0,4.309,15,0,2,4,3,0,0,4,2,5
2,55,2,5.554,21,0,2,3,2,40,1,1,1,1
9,55,2,5.554,21,0,2,3,2,0,0,11,5,11
6,55,2,5.554,21,0,2,3,2,0,0,8,5,5
8,55,2,5.554,21,0,2,3,2,0,0,6,4,9
7,55,2,5.554,21,0,2,3,2,0,0,12,4,10
3,55,2,5.554,21,0,2,3,2,0,0,4,3,3
4,55,2,5.554,21,0,2,3,2,14,0,7,3,2
12,55,2,5.554,21,0,2,3,2,0,0,9,6,6
11,55,2,5.554,21,0,2,3,2,0,0,10,6,7
10,55,2,5.554,21,0,2,3,3,0,0,13,7,12
19,55,2,5.554,21,0,2,3,2,0,0,5,2,8
20,55,2,5.554,21,0,2,3,2,0,0,3,2,4
4,57,1,5.303,16,1,2,3,1,1,0,4,1,4
2,57,1,5.303,16,1,2,3,1,38,0,1,1,1
2,58,1,5.303,16,1,2,3,1,2,0,2,1,2
1,58,1,5.303,16,1,2,3,1,56,1,1,1,1
4,58,1,5.303,16,1,2,3,1,0,0,3,2,3
3,58,1,5.303,16,1,2,3,1,0,0,4,4,4
10,58,1,5.303,16,1,2,3,1,0,0,5,3,5
1,56,3,5.543,15,1,2,3,3,10,1,1,1,2
3,56,3,5.543,15,1,2,3,3,0,0,3,1,3
2,56,3,5.543,15,1,2,3,2,46,0,2,2,1
11,56,3,5.543,15,1,2,3,3,0,0,5,2,4
7,56,3,5.543,15,1,2,3,3,0,0,4,3,6
8,56,3,5.543,15,1,2,3,3,0,0,7,3,5
6,56,3,5.543,15,1,2,3,3,0,0,10,5,7
1,56,3,5.451,16,1,2,3,2,53,1,1,1,1
2,56,3,5.451,16,1,2,3,2,2,0,3,1,2
3,56,3,5.451,16,1,2,3,2,0,0,2,2,3
6,56,3,5.451,16,1,2,3,2,1,0,5,2,4
4,56,3,5.451,16,1,2,3,2,0,0,4,3,5
5,56,3,5.451,16,1,2,3,2,0,0,6,3,6
9,56,3,5.451,16,1,2,3,2,0,0,7,4,8
7,56,3,5.451,16,1,2,3,2,0,0,8,5,9
8,56,3,5.451,16,1,2,3,2,0,0,9,8,7
1,57,3,5.412,15,1,2,3,2,49,1,1,1,1
3,57,3,5.412,15,1,2,3,2,1,0,2,1,3
2,57,3,5.412,15,1,2,3,3,0,0,3,2,5
4,57,3,5.412,15,1,2,3,2,7,0,4,2,2
5,57,3,5.412,15,1,2,3,2,0,0,6,3,4
7,57,3,5.412,15,1,2,3,2,0,0,7,4,6
10,57,3,5.412,15,1,2,3,2,0,0,9,6,7
2,66,0,4.675,16,1,2,3,3,5,1,1,1,2
1,66,0,4.675,16,1,2,3,2,60,0,2,1,1
3,66,0,4.675,16,1,2,3,2,0,0,3,2,3
7,66,0,4.675,16,1,2,3,2,1,0,4,2,5
9,66,0,4.675,16,1,2,3,3,0,0,6,3,6
4,66,0,4.675,16,1,2,3,2,0,0,5,3,4
1,78,4,3.337,19,1,1,1,2,64,1,1,1,3
2,78,4,3.337,19,1,1,1,1,14,0,2,1,1
